Umur,Jenis Kelamin,Wilayah,Lembaga,Tanggapan
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Takut kerena banjir
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Takut
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Cemas
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Lari
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Menyelamatkan adik, ibu, ayah, dan diri sendiri"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Takut
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,aku mau lari ke posko
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Cemas
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Menyelamatkan adik, mama, dan bapak"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Takut, cemas"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Takut longsor
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Seram
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Takut
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Cemas
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Lari
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Kulihat rumah dibawa air yang deras
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Kulihat pohon yang besar dibawa air juga
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Sebelumnya rumah masih kokoh berdiri, lalu setelah banjir rumah bergeser karena air dan tanah, lalu roboh"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Banyak bebatuan yang dating
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Kondisi air dan sungai berubah
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Rumah hancur
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Kayu, batu, sampah, sungai hancur, pasir, dan longsor"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Banyak orang terluka
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Sebelum bencana banjir kondisinya indah, banyak tanaman, bunga-bunga, lalu setelah banjir banyak kayu, batu, rumah hancur dan tidak indah lagi"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Suara hujan
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Suara petir
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Suara air
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Suara angin
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Suara batu
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Saya mendengar suara hujan deras
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Saya mendengar suara air deras
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Saya mendengar suara banjir menghancurkan rumah
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Saya mendengar suara rumah roboh dan hanyut dibawa air
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Suara kayu
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Suara air
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Aku bertemu sama teman-teman, aku bercerita tentang banjir"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Aku minum air putih
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Aku makan nasi dan supermi
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Cerita dengan teman, saudara, orangrua, dan keluarga lain"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Makan mie, telur, kerupuk, dan air"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Ingin bertemu teman dan menceritakan sama teman
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Ingin bertemu nenek dan orangtua untuk bercerita
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Saya merasa tidak nyaman makan ikan lele
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Saya merasa tidak nyaman minum air putih
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Makan supermi
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Cerita ke teman
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Makan mie dan merasa takut sakit perut
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Minum air putih
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Sakit bahuku
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Kali lari sakit kali bahuku
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Capek
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Sakit
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Keringat
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Pegal
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Gatal-gatal
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Pegal
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Sakit
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Kecapean
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Sakit pegal
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Merasa sedih, takut, khawatir, tidak senang hancur"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Saya merasa hancur karena rumah tidak berdiri kokoh
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Saya merasa tidak nyaman kalau datang hujan, petir, badai"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Sedih karena rumah teman hancur
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Sakit hati karena rumah guruku hancur
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Aku tidak senang karena rumah tetangga hancur
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Sedih, takut, khawatir, tidak senang"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Sakit perut
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Sakit pinggang
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Ingin tidur karena pinggang sakit
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Sakit perut karena berlari
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Sakit perut karena tidak makan pagi
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Sakit pegal, capek"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Pinggang sakit, pegal"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Gatal
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Pinggang terasa sakitt karena pegal
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Main HP
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Makan
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Minum
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Bersih-bersih rumah
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Cebok
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Belajar/menulis, dll"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Makan
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Belajar
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Main game
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Main bola
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Minum
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Makan
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Cuci piring
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Angkat air
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Mandi
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Makan
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Makan
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Menolong
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Belajar
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,Membersihkan rumah
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Untuk lari-lari, jalan, membantu orang, untuk merasakan sakit"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Main-main, menendang, memijak, berjalan, dance"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Kakiku terasa sakit, untuk lari, untuk main-main"
8 sampai 11 tahun,Perempuan,Sibolga Utara,WVI,"Lari, main-main, jalan"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Takut lalu kami lari ke hutan lalu tidur di kuburan
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Saya takut saat banjir dating aku nangis ketakutan, dan aku lari bersama teman dan keluarga. Sebelumnya hujan deras, olehkarena itu saya tidak sekolah"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Aku lari ketempat aman, aku tidak ke sekolah, aku lari ke zona aman"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Takut, sedih, cemas"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Saya takut air  deras karena saya takut ayah saya di laut ketakutan dan saya berlari kencang dan selamat
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Melihat kayu, batu, pasir, dan tanah"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Aku melihat banjir dan melihat kayu tumbang, lalu air besar sekali, dan pohon tumbang"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Kayu tumbang batu bersuara, dan gelap gulita"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Waktu sudah kejadian aku melihat ada yang berbeda seperti rumah yang ada, sudah tidak ada dan jalan rusak, sungai semakin rendah dan jorok"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Air besar dan berwarna batu hilang dan suasana buruk dan pemandangan aneh dan mengerikan sampai hancur rumah dan pohon tumbang manusia terderet di air besar dan dasyat.
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Suara yang membuat saya takut adalah suara hujan deras, angin kencang, suara air sungai yang membesar dan suara petir"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Suara batu, petir dan banjir"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Suara batu, suara petir, dan suara angin"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Saya mendengar hujan deras, suara batu, dan petir banjir air besar dan air mengerikan"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Suara batu, hujan, petir dan angin kencang"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Aku mendengar hujan dan kayu pertumbangan aku ketakutan
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Bertemu dengan Tuhan dan makan ayam, ikan sambal kecap dan kerupuk"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Mama
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Aku ketemu kawanku dan makan indomie kesukaanku
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Saya pernah makan nasi goreng, air putih da saya pernah cerita tentang saya Tuhan di dalam hati dengan keluarga"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Kakak ( Cerita Banjir), makan roti dan nasi"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Saya berdoa kepada Tuhan agar kami di selamatkan dari Bencana pada saat itu kami makan mie dan aku ingin bertemu dengan teman
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Bahu saya sakit karena air besar dan saya pun merasa kesakitan seperti patah pinggang
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Sakit dan pegal
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Bahu saya terjadi sakit, lemas dan pegal"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Kesakitan karena tertimpa longsor
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Sakit hampir kenak kayu dan pegal
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Dingin sakit bahu ingin di kusuk
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Hati saya sedh dan hancur hati dan marah sedikit
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Takit, sedih, dan tidak senang"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Aku sedih mendengar rumah kawanku hancur
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Sakit ingin mati dan ingin melihat rumah tapi tidak bisa
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Sedih, tidak senang dan takut"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Sesudah bencana hati saya merasa sedh dan takut saya sedih melihat rumah dan jalan hancur
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Saya merasa pinggang saya sakit dan pegal dan perut saya terasa lapar dan sakit
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Pinggang hampir patah, perut sakit ingin buang air besar tapi tidak bisa"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Sakit perut
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Pinggangku sakit, perutku kesakitan dan aku menangis"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Saya sakit perut karena saya buang air besar
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Tangan kesakitan sekali
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Baru kesakitan dan tidak bisa bergerak
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Sakit dan kedinginan
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Tangan saya untuk makan, mandi, main game, dan disuruh oleh mama dan bapak"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Makan, mandi, main game, dan cebok"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,"Buat makan, minum es, dan mengambil sesuatu"
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Angkat air dan main
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Kakiku kesakitan maling barang
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Lari terinjak paku
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Untuk jalan-jalan
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Untuk menendang bola dan jalan kemana-mana
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Kaki saya sakit karena kecapean dan saya istirahat dengan kaki saya
8 sampai 11 tahun,Laki laki,Sibolga Utara,WVI,Lari
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Takut
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Sedih
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Cemas
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Nangis
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Saya merasakan takut, sedih, cemas"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Saat dating banjir atau longsor di pikiran saya merasa takut, cemas, dan lain-lainnya"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Takut dan pusing memikirkan rumah rusak
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Takut longsor, takut air besar, takut kehilangan orang tua"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Rumah roboh
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Kayu
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Batu
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Tanah
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Tiang jatuh
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Barang-barang orang hanyut
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Berubah semua dari yang sebelumnya banyak rumah, lalu sekarang berkurang, lalu banyak batu dan tanah"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Saya melihat setelah selesainya banjir bandang, rumah banyak roboh/hancur, batu-batu yang besar berserakan, barang-barang berhanyutan, dll."
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Waktu kejadian alam saya mendengar air sungai sangat deras, batu-batu yang hanyut, hujan yang sangat deras, tanah longsor, dll"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Suara sungai mulai terdengar besar dan batu-batu yang ada di sungai bergerak dekat rumah sungai mulai luas
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Hujan, air, suara batu, suara angin, suara petir"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Ingin nangis karena takut suara hujan, suara angin"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Aku ingin menemukan atau bercerita kepada teman, Tuhan, Guru, orangtua, saudara agar kita lega"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Makanan yang sudah kami makan saat bencana kemarin yaitu sup, indomie, nasi, ikan, mie, sayur"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Saya ingin ketemu sama saudara, dan saya ingin memberi tahun kepada saudara  tentang kejadian saat itu."
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Makanan pada saat kejadian itu adalah indomie, nasi, roti, dan lain-lain, saya rasa makanan itu enak"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Pegal
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Gatal-gatal
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Sakit
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Pada saat itu, bahu saya terasa pegal, sakit, dan merasa capek, karena menyandang tas yang besar"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Setelah bencana bahu mulai terasa sakit karena tidak sempat tidur nyenyak karena tidak tidur di Kasur
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Sedih, takut kehilangan orangtua/adik"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Gelisah
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Tidak senang
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Takut sewaktu datang hujan
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Saya merasakan hati saya sedih, merasa takut, dan pedih karena melihat semuanya pada saat kejadian dan selesai kejadian"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Ingin menangis karena mendengar sibolga tidak selamat lagi, sangat sedih mendengar perkataannya ingin mendoakan agar tidak terjadi yang tidak diinginkan"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Saya merasakan pingga saya sakit dan perut saya pedih karena lapar
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Terasa seperti ingin datang mens yang belum pernah dirasakan, ternyata karena belum makan dari pagi terasa sakit banget"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Tanganku terasa sakit karena memegang barang-barang atau baju untuk mandi
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Untuk makan
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Tangan untuk cebok
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Sakit
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Kedinginan
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Pegal
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Kesemutan
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Pada saat itu saya merasakan tangan saya terasa pegal, sakit, lelah karena mengangkat barang, dll."
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,Disuruh ngangkat air
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Mengangkat batu, membantu membereskan rumah, mencuci piring"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Pada saat itu kaki saya terasa sakit, pegal, karena berlari saat kejadian bencana alam"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Capek lari, kakiku sakit, kakiku terluka"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Sakit, terluka terkena duri, berlari, mengangkat barang"
12 sampai 15 tahun,Perempuan,Sibolga Utara,WVI,"Berjalan membantu orangrua, orang lain, berlari/perlombaan lari karena mulai naik, main-main dengan teman, berjalan-jalan ke sekolah"
12 sampai 15 tahun,Laki laki,Sibolga Utara,WVI,Agak sedikit santai
12 sampai 15 tahun,Laki laki,Sibolga Utara,WVI,Rumah-rumah tidak ada lagi
12 sampai 15 tahun,Laki laki,Sibolga Utara,WVI,"Suara sungai berbunyi, batu bergetar-getar"
12 sampai 15 tahun,Laki laki,Sibolga Utara,WVI,Suara hujan
12 sampai 15 tahun,Laki laki,Sibolga Utara,WVI,Suara batu
12 sampai 15 tahun,Laki laki,Sibolga Utara,WVI,Suara petir
12 sampai 15 tahun,Laki laki,Sibolga Utara,WVI,Mau bertemu keluarga
12 sampai 15 tahun,Laki laki,Sibolga Utara,WVI,Indomie
12 sampai 15 tahun,Laki laki,Sibolga Utara,WVI,Senang
12 sampai 15 tahun,Laki laki,Sibolga Utara,WVI,Tidak ada
12 sampai 15 tahun,Laki laki,Sibolga Utara,WVI,Takut (jantung deg-deg an) dan khawatir
12 sampai 15 tahun,Laki laki,Sibolga Utara,WVI,Tidak kenapa-kenapa
12 sampai 15 tahun,Laki laki,Sibolga Utara,WVI,Tangan saya terkilir
12 sampai 15 tahun,Laki laki,Sibolga Utara,WVI,Kakiku tidak kenapa-kenapa
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Saya ingin menyelamatkan orang tua
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Handphone hilang
8 sampai 11 tahun,Laki laki,Tapsel,WVI,"Menyelmatkan orang, jadi super hero"
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Menyelamatkan orang
8 sampai 11 tahun,Laki laki,Tapsel,WVI,"Saya pasrah jika hari ini akan mati, ternyata saya selamat. Aku merasa ketakutan dan akan hanyut dan terbawa air deras. Aku tidak takut lagi, masih berani dan tenang."
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Banyak kayu
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Garoga kosong
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Kosong
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Hancur Garoga
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Kosong
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Orang hanyut
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Teriakan
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Orang hanyut
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Orang hanyut
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Teriakan
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Ada tiang listrik
8 sampai 11 tahun,Laki laki,Tapsel,WVI,banyak batu
8 sampai 11 tahun,Laki laki,Tapsel,WVI,banyak kayu-kayu
8 sampai 11 tahun,Laki laki,Tapsel,WVI,lihat orang hanyut
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Siapapun yang mereka temui akan mereka ceritakan.
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Makan roti
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Makan ayam
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Makan daging sapi
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Air putih
8 sampai 11 tahun,Laki laki,Tapsel,WVI,Indomie dengan nasi
